"機關代碼","機關名稱","郵遞區號","機關地址","機關電話","主管機關代碼","主管機關名稱","傳真","機關生效日期","機關裁撤日期","機關層級","裁撤註記","新機關代碼","新機關名稱","新機關生效日","舊機關代碼","舊機關名稱"
"382230000A","新北市政府政風處","220","新北市板橋區中山路1段161號","02-29603456-","382000000A","新北市政府","--","0991225","","3","","","","","376717000A","臺北縣政府政風處"
"382240000J","新北市政府勞工局","220","新北市板橋區中山路1段161號","02-29603456-","382000000A","新北市政府","--","0991225","","3","","","","","376716200J","臺北縣政府勞工局"
"382240100J","新北市政府就業服務中心","22041","新北市板橋區縣民大道2段7號5樓","02-89692166-","382240000J","新北市政府勞工局","02-89692167-","0991225","","4","","","","","376716201J","臺北縣政府就業服務中心"
"382240200J","新北市政府職業訓練中心","22041","新北市板橋區縣民大道2段7號5樓東側(板橋火車站北一A)","02-89692150-2133","382240000J","新北市政府勞工局","--","0991225","","4","","","","","",""
"382240300J","新北市政府勞動檢查處","23671","新北市土城區金城路1段101號6樓","02-22600050-","382240000J","新北市政府勞工局","02-22600626-","1000923","","4","","","","","",""
"382250000G","新北市政府水利局","220","新北市板橋區中山路1段161號29樓","02-29603456-","382000000A","新北市政府","--","0991225","","3","","","","","376715700G","臺北縣政府水利局"
"382250100G","新北市政府高灘地工程管理處","220","新北市板橋區環河西路5段502號","02-89699596-","382250000G","新北市政府水利局","02-89699403-","0991225","","4","","","","","376715701G","臺北縣政府高灘地工程管理處"
"382270000G","新北市政府農業局","220","新北市板橋區中山路1段161號","02-29603456-","382000000A","新北市政府","--","0991225","","3","","","","","376715800G","臺北縣政府農業局"
"382270100I","新北市政府動物防疫檢疫處","220","新北市板橋區四川路一段157巷2號","02-29596353-","382270000G","新北市政府農業局","--","0991225","1001204","4","是","382270400I","新北市政府動物保護防疫處","1001204","376414000I","臺北縣政府動物疾病防治所"
"382270200G","新北市政府綠美化環境景觀處","22001","新北市板橋區中山路一段161號22樓","02-29603456-","382270000G","新北市政府農業局","02-22723661-","0991225","","4","","","","","376715801G","臺北縣政府綠美化環境景觀處"
"382270300G","新北市政府漁業及漁港事業管理處","22001","新北市板橋區中山路一段161號22樓","02-29681831-","382270000G","新北市政府農業局","02-29692754-","0991225","","4","","","","","",""
"382270400I","新北市政府動物保護防疫處","22063","新北市板橋區四川路1段157巷2號","02-29596353-219","382270000G","新北市政府農業局","02-29595425-","1001204","","4","","","","","382270100I","新北市政府動物防疫檢疫處"
"382280000G","新北市政府城鄉發展局","220","新北市板橋區中山路1段161號11樓","02-29603456-","382000000A","新北市政府","02-89519036-","0991225","","3","","","","","376715900G","臺北縣政府城鄉發展局"
"382280100G","新北市政府都市更新處","22001","新北市板橋區漢生東路266號1樓","02-29506206-","382280000G","新北市政府城鄉發展局","02-29506556-","0991225","","4","","","","","",""
"382290000H","新北市政府交通局","220","新北市板橋區中山路1段161號","02-29603456-","382000000A","新北市政府","--","0991225","","3","","","","","376716300H","臺北縣政府交通局"
"382290100H","新北市政府車輛行車事故鑑定委員會","238","新北市樹林區中正路248巷7號2樓","02-2688-8283","382290000H","新北市政府交通局","--","1000101","1011205","4","是","","","","",""
"382290200H","新北市政府交通事件裁決處","22065","新北市板橋區中山路一段143號2樓","02-89786101-","382290000H","新北市政府交通局","--","1011205","","4","","","","","",""
"382290300H","新北市政府捷運工程處","24747","新北市蘆洲區集賢路245號5樓","02-22852086-","382290000H","新北市政府交通局","--","1020101","1050101","4","","382360000H","新北市政府捷運工程局","1050101","",""
"382300000H","新北市政府觀光旅遊局","220","新北市板橋區中山路1段161號","02-29603456-","382000000A","新北市政府","--","0991225","","3","","","","","376715400H","臺北縣政府觀光旅遊局"
"382310000A","新北市政府法制局","220","新北市板橋區中山路1段161號","02-29603456-4717","382000000A","新北市政府","02-89536837-","0991225","","3","","","","","376716500A","臺北縣政府法制局"
"382320000A","新北市政府消防局","220","新北市板橋區南雅南路2段15號","02-89519119-","382000000A","新北市政府","02-89536771-","0991225","","3","","","","","376411900C","臺北縣政府消防局"
"382330000E","新北市政府文化局","220","新北市板橋區中山路1段161號28F","02-89535306-","382000000A","新北市政府","--","0991225","","3","","","","","376413400E","臺北縣政府文化局"
"382330100E","新北市立鶯歌陶瓷博物館","239","新北市鶯歌區文化路200號","-86772727-","382330000E","新北市政府文化局","--","0991225","","4","","","","","376413401E","臺北縣立鶯歌陶瓷博物館"
"382330200E","新北市立十三行博物館","24947","新北市八里區博物館路200號","-26191313-","382330000E","新北市政府文化局","--","0991225","","4","","","","","376413403E","臺北縣立十三行博物館"
"382330300E","新北市立黃金博物館","224","新北市瑞芳區金光路8號","02-24962800-","382330000E","新北市政府文化局","--","0991225","","4","","","","","376413404E","臺北縣立黃金博物館"
"382330400E","新北市立圖書館","220","新北市板橋區莊敬路62號","02-22534412-","382330000E","新北市政府文化局","--","0991225","","4","","","","","376413405E","臺北縣立圖書館"
"382330500E","新北市立淡水古蹟博物館","251","新北市淡水區中正路1段6巷32-2號","02-26212830-","382330000E","新北市政府文化局","--","0991225","","4","","","","","376413406E","臺北縣立淡水古蹟博物館"
"382340000A","新北市政府原住民族行政局","220","新北市板橋區中山路1段161號","02-29603456-","382000000A","新北市政府","--","0991225","","3","","","","","376716700A","臺北縣政府原住民族行政局"
"382350000A","新北市政府客家事務局","220","新北市板橋區中山路1段161號","02-29603456-","382000000A","新北市政府","--","0991225","","3","","","","","376717100A","臺北縣政府客家事務局"
"382360000H","新北市政府捷運工程局","24747","新北市蘆洲區集賢路245號5樓","02-22852086-","382000000A","新北市政府","02-22821808-","1050101","","3","","","","","382290300H","新北市政府捷運工程處"
"382510000A","新北市板橋區公所","220","新北市板橋區府中路30號","02-29686911-","382000000A","新北市政府","-29687457-","0991225","","3","","","","","376415100A","臺北縣板橋市公所"
"382520000A","新北市三重區公所","241","新北市三重區新北大道一段11號","02-29862345-","382000000A","新北市政府","02-89882092-","0991225","","3","","","","","376415200A","臺北縣三重市公所"
"382530000A","新北市永和區公所","234","新北市永和區竹林路200號","02-29282828-","382000000A","新北市政府","02-89212310-","0991225","","3","","","","","376415300A","臺北縣永和市公所"
"382540000A","新北市中和區公所","235","新北市中和區景平路634之2號","02-22482688-","382000000A","新北市政府","02-22459375-","0991225","","3","","","","","376415400A","臺北縣中和市公所"
"382550000A","新北市新莊區公所","242","新北市新莊區中正路176號","02-29929891-","382000000A","新北市政府","02-29929856-","0991225","","3","","","","","376415500A","臺北縣新莊市公所"
"382560000A","新北市新店區公所","231","新北市新店區北新路1段80號","02-29112281-","382000000A","新北市政府","-29141564-","0991225","","3","","","","","376415600A","臺北縣新店市公所"
"382570000A","新北市鶯歌區公所","239","新北市鶯歌區仁愛路55號","02-26780202-","382000000A","新北市政府","02-26787864-","0991225","","3","","","","","376415800A","臺北縣鶯歌鎮公所"
"382580000A","新北市三峽區公所","237","新北市三峽區中山路17號","02-26711017-","382000000A","新北市政府","02-26728289-","0991225","","3","","","","","376415900A","臺北縣三峽鎮公所"
"382590000A","新北市淡水區公所","251","新北市淡水區中正路65號","02-26221020-","382000000A","新北市政府","02-26237547-","0991225","","3","","","","","376416000A","臺北縣淡水鎮公所"
"382600000A","新北市瑞芳區公所","224","新北市瑞芳區逢甲路82號","02-24972250-","382000000A","新北市政府","--","0991225","","3","","","","","376416200A","臺北縣瑞芳鎮公所"
"382610000A","新北市五股區公所","248","新北市五股區中興路四段50號","02-22916051-","382000000A","新北市政府","02-82926763-","0991225","","3","","","","","376416500A","臺北縣五股鄉公所"
"382620000A","新北市泰山區公所","243","新北市泰山區明志路一段322號","02-29099551-1800","382000000A","新北市政府","02-85317633-","0991225","","3","","","","","376416600A","臺北縣泰山鄉公所"
"382630000A","新北市林口區公所","244","新北市林口區仁愛路1段378號","02-26033111-","382000000A","新北市政府","02-26012890-","0991225","","3","","","","","376416700A","臺北縣林口鄉公所"
"382640000A","新北市深坑區公所","222","新北市深坑區深坑街10號","02-26623116-","382000000A","新北市政府","02-26644741-","0991225","","3","","","","","376416800A","臺北縣深坑鄉公所"
"382650000A","新北市石碇區公所","223","新北市石碇區潭邊里石崁25號","02-26631080-216","382000000A","新北市政府","02-26632335-","0991225","","3","","","","","376416900A","臺北縣石碇鄉公所"
"382660000A","新北市坪林區公所","22342","新北市坪林區坪林街101號","-26657251-","382000000A","新北市政府","-26657495-","0991225","","3","","","","","376417000A","臺北縣坪林鄉公所"
"382670000A","新北市三芝區公所","252","新北市三芝區中山路一段32號","02-26362111-","382000000A","新北市政府","02-26362106-","0991225","","3","","","","","376417100A","臺北縣三芝鄉公所"
"382680000A","新北市石門區公所","253","新北市石門區尖鹿村中山路66號","02-26381721-","382000000A","新北市政府","02-26382507-","0991225","","3","","","","","376417200A","臺北縣石門鄉公所"
"382690000A","新北市八里區公所","249","新北市八里區中山路2段356巷16號","-26102621-","382000000A","新北市政府","-26104848-","0991225","","3","","","","","376417300A","臺北縣八里鄉公所"
"382700000A","新北市平溪區公所","226","新北市平溪區平溪街45號","02-24951510-","382000000A","新北市政府","02-24951149-","0991225","","3","","","","","376417400A","臺北縣平溪鄉公所"
"382710000A","新北市雙溪區公所","22744","新北市雙溪區共和里東榮街25號","02-24931111-","382000000A","新北市政府","02-24932195-","0991225","","3","","","","","376417500A","臺北縣雙溪鄉公所"
"382720000A","新北市貢寮區公所","228","新北市貢寮區貢寮村朝陽街54號","02-24941601-","382000000A","新北市政府","02-24942100-","0991225","","3","","","","","376417600A","臺北縣貢寮鄉公所"
"382730000A","新北市金山區公所","108","新北市金山區金美村中正路11號","02-24985965-","382000000A","新北市政府","02-24989143-","0991225","","3","","","","","376417700A","臺北縣金山鄉公所"
"382740000A","新北市萬里區公所","207","新北市萬里區瑪鍊路123號4樓","-24922064-431","382000000A","新北市政府","-24923135-","0991225","","3","","","","","376417800A","臺北縣萬里鄉公所"
"382750000A","新北市烏來區公所","23341","新北市烏來區忠治里新烏路5段111號","02-26616442-","382000000A","新北市政府","02-26616656-","0991225","","3","","","","","376417900A","臺北縣烏來鄉公所"
"382751100I","新北市烏來區清潔隊","23341","新北市烏來區烏來里啦卡路70號","02-26616282-","382750000A","新北市烏來區公所","02-26617316-","1031225","","4","","","","","",""
"382760000A","新北市土城區公所","236","新北市土城區金城路一段101號","02-22732000-","382000000A","新北市政府","02-22732013-","0991225","","3","","","","","376418000A","臺北縣土城市公所"
"382770000A","新北市蘆洲區公所","247","新北市蘆洲區三民路95號","02-22811484-","382000000A","新北市政府","02-22885751-","0991225","","3","","","","","376418100A","臺北縣蘆洲市公所"
"382780000A","新北市汐止區公所","221","新北市汐止區新台五路1段268號1- 4樓","02-26411111-352","382000000A","新北市政府","--","0991225","","3","","","","","376418200A","臺北縣汐止市公所"
"382790000A","新北市樹林區公所","238","新北市樹林區鎮前街93號","02-26812106-","382000000A","新北市政府","02-26834288-","0991225","","3","","","","","376418300A","臺北縣樹林市公所"
"382910000A","新北市烏來區民代表會","23341","新北市烏來區烏來里烏來街34號3樓","--","382000000A","新北市政府","--","1031225","","3","","","","","",""
"383000000A","高雄市政府","802","高雄市苓雅區四維三路2號","07-3368333","300000000A","行政院","07-3337633","0000000","0991225","2","是","397000000A","高雄市政府","0991225","",""
"383010000A","高雄市政府秘書處","802","高雄市苓雅區四維3路2號3樓","07-3368333-","383000000A","高雄市政府","07-3313761-","0960801","0991225","3","是","397010000A","高雄市政府秘書處","0991225","",""
"383020000A","高雄市政府民政局","802","高雄市苓雅區四維三路2號9樓","07-3373065","383000000A","高雄市政府","07-3315944","0000000","0991225","3","是","397020000A","高雄市政府民政局","0991225","",""
"383020100E","高雄市文獻委員會","813","高雄市左營區蓮潭路四００號","07-5852780","383020000A","高雄市政府民政局","","0000000","0920103","4","是","383510400E","高雄市文獻委員會","0920103","",""
"383020300J","高雄市政府民政局殯葬管理所","807","高雄市三民區本館路六００巷二十號","07-3816316-","383020000A","高雄市政府民政局","--","0920103","0990728","4","是","383020400J","高雄市殯葬管理處","0990728","383120200J","高雄市政府社會局殯葬管理所"
"383020400J","高雄市殯葬管理處","807","高雄市三民區本館路600巷20號","07-3816316-","383020000A","高雄市政府民政局","--","0990728","0991225","4","是","397020100J","高雄市殯葬管理處","0991225","383020300J","高雄市政府民政局殯葬管理所"
"383023000A","高雄市鹽埕區戶政事務所","803","高雄市盬埕區大仁路六號七樓","07-5615030","383020000A","高雄市政府民政局","","0000000","0991225","4","是","397022000A","高雄市鹽埕區戶政事務所","0991225","",""
"383023100A","高雄市鼓山區戶政事務所","804","高雄市鼓山區鼓山二路一六六號","07-5510404","383020000A","高雄市政府民政局","07-5331714","0000000","0991225","4","是","397022100A","高雄市鼓山區戶政事務所","0991225","",""
"383023200A","高雄市左營區戶政事務所","813","高雄市左營區左營大路四七九號三樓","07-5811173","383020000A","高雄市政府民政局","07-5850370","0000000","0991225","4","是","397022200A","高雄市左營區戶政事務所","0991225","",""
"383023300A","高雄市楠梓區戶政事務所","811","高雄市楠梓區楠梓新路二六四號一樓","3511895","383020000A","高雄市政府民政局","","0000000","0991225","4","是","397022300A","高雄市楠梓區戶政事務所","0991225","",""
"383023400A","高雄市三民區戶政事務所","807","高雄市三民區哈爾濱街二一五號六樓","07-3236171","383020000A","高雄市政府民政局","07-3228934","0000000","0920219","4","是","383024100A","高雄市三民區第一戶政事務所","0920103","",""
"383023500A","高雄市新興區戶政事務所","800","高雄市新興區中正三路三四號二樓","07-2364015","383020000A","高雄市政府民政局","07-2362455","0000000","0991225","4","是","397022400A","高雄市新興區戶政事務所","0991225","",""
"383023600A","高雄市前金區戶政事務所","801","高雄市前金區自強二路一六九號","07-2911091","383020000A","高雄市政府民政局","07-2518583","0000000","0991225","4","是","397022500A","高雄市前金區戶政事務所","0991225","",""
"383023700A","高雄市苓雅區戶政事務所","802","高雄市苓雅區民權一路八五號二樓","07-3302232","383020000A","高雄市政府民政局","07-3319837","0000000","0991225","4","是","397022600A","高雄市苓雅區戶政事務所","0991225","",""
"383023800A","高雄市前鎮區戶政事務所","806","高雄市前鎮區康定路一五一號一樓","07-8115128","383020000A","高雄市政府民政局","07-8120694","0000000","0991225","4","是","397022700A","高雄市前鎮區戶政事務所","0991225","",""
"383023900A","高雄市旗津區戶政事務所","805","高雄市旗津區旗津三路一一００號","07-5711500","383020000A","高雄市政府民政局","07-5717422","0000000","0991225","4","是","397022800A","高雄市旗津區戶政事務所","0991225","",""
"383024000A","高雄市小港區戶政事務所","812","高雄市小港區小港路158號2樓","07-8119784","383020000A","高雄市政府民政局","07-8311034","0000000","0991225","4","是","397022900A","高雄市小港區戶政事務所","0991225","",""
"383024100A","高雄市三民區第一戶政事務所","807","高雄市三民區哈爾濱街二一五號六樓","07-3236171","383020000A","高雄市政府民政局","","0920103","0991225","4","是","397023000A","高雄市三民區第一戶政事務所","0991225","383023400A","高雄市三民區戶政事務所"
"383024200A","高雄市三民區第二戶政事務所","807","高雄市三民區大順二路四六八號九樓","07-3951246","383020000A","高雄市政府民政局","","0920103","0991225","4","是","397023100A","高雄市三民區第二戶政事務所","0991225","",""
"383030000D","高雄市政府財政局","802","高雄市苓雅區四維三路二號八樓","3368333","383000000A","高雄市政府","","0000000","0991225","3","是","397030000D","高雄市政府財政局","0991225","",""
"383030100D","高雄市稅捐稽徵處","800","高雄市新興區中正三路廿五號","-2293151-","383030000D","高雄市政府財政局","--","0000000","0991225","4","是","397030300D","高雄市西區稅捐稽徵處","0991225","",""
"383030200D","高雄市集中支付處","","","","383030000D","高雄市政府財政局","","0000000","0950810","4","是","","","","",""
"383030400N","高雄市政府財政局動產質借所","803","高雄市盬埕區新興街四十號","5513498","383030000D","高雄市政府財政局","","0000000","0991225","4","是","397030200N","高雄市政府財政局動產質借所","0991225","",""
"383040000E","高雄市政府教育局","802","高雄市苓雅區四維三路二號四樓人事處","07-3368333-2786","383000000A","高雄市政府","07-5374056-","0000000","0991225","3","是","397040000E","高雄市政府教育局","0991225","",""
"383040300E","高雄市立圖書館","801","高雄市前金區民生二路八十號","07-2112181","383040000E","高雄市政府教育局","07-2824346","0000000","0920103","4","是","383510100E","高雄市立圖書館","0920103","",""
"383040400E","高雄市立社會教育館","812","高雄市小港區學府路115號","07-8034473","383040000E","高雄市政府教育局","07-8032059","0950525","0991225","4","是","397040200E","高雄市立社會教育館","0991225","383510300E","高雄市立社會教育館"
"383040500E","高雄市立體育場","802","高雄市苓雅區中正一路99號","07-7231774","383040000E","高雄市政府教育局","07-7170218","0000000","0970102","4","是","383041100E","高雄市體育處","0970101","",""
"383040800E","高雄市立中正文化中心管理處","802","高雄市苓雅區五福一路六七號","07-2240291","383040000E","高雄市政府教育局","07-2223126","0000000","0920103","4","是","383510000E","高雄市政府文化局","0920103","",""
"383040900E","高雄市立美術館","804","高雄市鼓山區美術館路二十號","07-5550331","383040000E","高雄市政府教育局","07-5550307","0000000","0920103","4","是","383510200E","高雄市立美術館","0920103","",""
"383041000E","高雄市立歷史博物館","803","高雄市盬程區中正四路二七二號","5312560","383040000E","高雄市政府教育局","","0000000","0920103","4","是","383510500E","高雄市立歷史博物館","0920103","",""
"383041100E","高雄市體育處","802","高雄市苓雅區中正一路99號","07-7133343","383040000E","高雄市政府教育局","","0970101","0991225","4","是","397040100E","高雄市體育處","0991225","383040500E","高雄市立體育場"
"383050100Q","高雄市立空中大學","812","高雄市小港區大業北路四三六號","07-8012008","383000000A","高雄市政府","07-8066720","0000000","0991225","3","是","397007000Q","高雄市立空中大學","0991225","",""
"383051000U","高雄市立高雄高級中學","807","高雄市三民區建國三路50號","07-2862550","383040000E","高雄市政府教育局","07-2212946","0000000","0991225","4","是","397049100U","高雄市立高雄高級中學","0991225","",""
"383051100U","高雄市立左營高級中學","813","高雄市左營區海功路五五號","07-5822010","383040000E","高雄市政府教育局","07-5857056","0000000","0991225","4","是","397049200U","高雄市立左營高級中學","0991225","",""
"383051102U","高雄市立左營高級中學附設高級進修學校","813","高雄市左營區海功路五五號","07-5822010","383051100U","高雄市立左營高級中學","","0000000","0991225","5","是","397049201U","高雄市立左營高級中學附設高級中學進修學校","0991225","",""
"383051200U","高雄市立前鎮高級中學","806","高雄市前鎮區鎮中路一三二號","07-8226841","383040000E","高雄市政府教育局","07-8120565","0000000","0991225","4","是","397049300U","高雄市立前鎮高級中學","0991225","",""
"383051300U","高雄市立高雄女子高級中學","801","高雄市五福三路122號","07-2115418","383040000E","高雄市政府教育局","07-2115430","0000000","0991225","4","是","397049400U","高雄市立高雄女子高級中學","0991225","",""
"383051600U","高雄市立中山高級中學","811","高雄市楠梓區藍昌路四一六號","07-3640390","383040000E","高雄市政府教育局","07-3640206","0000000","0991225","4","是","397049500U","高雄市立中山高級中學","0991225","",""
"383051700U","高雄市立小港高級中學","812","高雄市小港學府路一一七號","07-8062627","383040000E","高雄市政府教育局","07-8066766","0000000","0991225","4","是","397049600U","高雄市立小港高級中學","0991225","",""
"383051900U","高雄市立新莊高級中學","813","高雄市左營區文慈路九九號","07-3420103","383040000E","高雄市政府教育局","07-3458903","0000000","0991225","4","是","397049700U","高雄市立新莊高級中學","0991225","",""
"383052000U","高雄市立瑞祥高級中學","806","高雄市前鎮區班超路63號","07-8152271","383040000E","高雄市政府教育局","07-8216276","0000000","0991225","4","是","397049800U","高雄市立瑞祥高級中學","0991225","",""
"383052200U","高雄市立三民高級中學","807","高雄市三民區金鼎路八一號","07-3475181","383040000E","高雄市政府教育局","07-3474185","0000000","0991225","4","是","397049900U","高雄市立三民高級中學","0991225","",""
"383052300U","高雄市立中正高級中學","802","高雄市中正一路八號","07-7491992","383040000E","高雄市政府教育局","07-7495818","0000000","0991225","4","是","397050000U","高雄市立中正高級中學","0991225","",""
"383052400U","高雄市立鼓山高級中學","804","高雄市鼓山區明德路二號","07-5213258","383040000E","高雄市政府教育局","07-5318574","0000000","0991225","4","是","397050100U","高雄市立鼓山高級中學","0991225","",""
"383052500U","高雄市立楠梓高級中學籌備處","","","","383040000E","高雄市政府教育局","","0000000","0920402","4","是","383052700U","高雄市立楠梓高級中學","0920402","",""
"383052600U","高雄市立新興高級中學","800","高雄市新興區五福二路218號","07-2727127","383040000E","高雄市政府教育局","","0000000","0991225","4","是","397050200U","高雄市立新興高級中學","0991225","",""
"383052700U","高雄市立楠梓高級中學","811","高雄市楠梓區清豐路十九號","07-3550571-","383040000E","高雄市政府教育局","07-3550592-","0920402","0991225","4","是","397050300U","高雄市立楠梓高級中學","0991225","383052500U","高雄市立楠梓高級中學籌備處"
"383053000V","高雄市立高雄高級工業職業學校","807","高雄市三民區建工路四一九號","07-3815366","383040000E","高雄市政府教育局","07-3896242","0000000","0991225","4","是","397053100V","高雄市立高雄高級工業職業學校","0991225","",""
"383053100V","高雄市立中正高級工業職業學校","806","高雄市前鎮區光華二路八十號","07-7232301","383040000E","高雄市政府教育局","07-7237311","0000000","0991225","4","是","397053200V","高雄市立中正高級工業職業學校","0991225","",""
"383053200V","高雄市立海青高級工商職業學校","813","高雄市左營區左營大路1號","07-5819155","383040000E","高雄市政府教育局","07-5810087","0000000","0991225","4","是","397053300V","高雄市立海青高級工商職業學校","0991225","",""
"383053300V","高雄市立高雄高級商業職業學校","800","高雄市五福二路三號","07-2269975","383040000E","高雄市政府教育局","07-2263420","0000000","0991225","4","是","397053400V","高雄市立高雄高級商業職業學校","0991225","",""
"383053400V","高雄市立三民高級家事商業職業學校","813","高雄市左營區裕誠路一一０二號","07-5525887","383040000E","高雄市政府教育局","07-5524186","0000000","0991225","4","是","397053500V","高雄市立三民高級家事商業職業學校","0991225","",""
"383058500V","高雄市立高雄高級商業職業學校附設進修學校","800","高雄市五福二路三號","07-2269975","383053300V","高雄市立高雄高級商業職業學校","","0000000","0991225","5","是","397053401V","高雄市立高雄高級商業職業學校附設進修學校","0991225","",""
"383058600V","高雄市立高雄高級工業職業學校附設進修學校","807","高雄市三民區建工路四一九號","07-3815366","383053000V","高雄市立高雄高級工業職業學校","","0000000","0991225","5","是","397053101V","高雄市立高雄高級工業職業學校附設進修學校","0991225","",""
"383058700V","高雄市立中正高級工業職業學校附設進修學校","806","高雄市前鎮區光華二路八十號","07-7232301","383053100V","高雄市立中正高級工業職業學校","","0000000","0991225","5","是","397053201V","高雄市立中正高級工業職業學校附設進修學校","0991225","",""
"383058800V","高雄市立海青高級工商職業學校附設進修學校","813","高雄市左營區左營大路1號","07-5819155","383053200V","高雄市立海青高級工商職業學校","","0000000","0991225","5","是","397053301V","高雄市立海青高級工商職業學校附設進修學校","0991225","",""
"383059300W","高雄市立楠梓特殊學校","811","高雄市楠梓區德民路二一一號","07-3642007","383040000E","高雄市政府教育局","07-3641359","0000000","0991225","4","是","397054100W","高雄市立楠梓特殊學校","0991225","",""
"383059400W","高雄市立高雄啟智學校","802","高雄市苓雅區憲政路二三三巷二號","07-2235940","383040000E","高雄市政府教育局","07-2259026","0000000","0991225","4","是","397054200W","高雄市立高雄啟智學校","0991225","",""
"383059900W","高雄市立成功啟智學校","806","高雄市前鎮區復興三路三號","07-3304624","383040000E","高雄市政府教育局","07-3304685","0000000","0991225","4","是","397054300W","高雄市立成功啟智學校","0991225","",""
"383060100X","高雄市立新興國民中學","800","高雄市新興區五福二路二一八號","07-2727127","383040000E","高雄市政府教育局","07-2159839","0000000","0000000","4","是","","","","",""
"383060200X","高雄市立前金國民中學","801","高雄市前金區六合二路二七八號","07-2725981","383040000E","高雄市政府教育局","07-2725984","0000000","0991225","4","是","397055100X","高雄市立前金國民中學","0991225","",""
"383060300X","高雄市立獅甲國民中學","806","高雄市前鎮區中山三路四三號","07-3331522","383040000E","高雄市政府教育局","07-3311967","0000000","0991225","4","是","397055200X","高雄市立獅甲國民中學","0991225","",""
"383060400X","高雄市立楠梓國民中學","811","高雄市楠梓區楠梓路三三六號","07-3517191-","383040000E","高雄市政府教育局","07-3533127-","0000000","0991225","4","是","397055300X","高雄市立楠梓國民中學","0991225","",""
"383060500X","高雄市立苓雅國民中學","802","高雄市苓雅區四維三路一七六號","07-3353307","383040000E","高雄市政府教育局","07-3335257","0000000","0991225","4","是","397055400X","高雄市立苓雅國民中學","0991225","",""
"383060600X","高雄市立鼎金國民中學","807","高雄市三民區鼎山街四四五號","07-3831029","383040000E","高雄市政府教育局","07-3859033","0000000","0991225","4","是","397055500X","高雄市立鼎金國民中學","0991225","",""
"383060700X","高雄市立鼓山國民中學","804","高雄市鼓山區明德路二號","07-5213259","383040000E","高雄市政府教育局","07-5318574","0000000","0000000","4","是","","","","",""
"383060800X","高雄市立左營國民中學","813","高雄市左營區曾子路281號","07-3433080","383040000E","高雄市政府教育局","07-5852495","0000000","0991225","4","是","397055600X","高雄市立左營國民中學","0991225","",""
"383060900X","高雄市立三民國民中學","807","高雄市三民區十全一路二００號","07-3227751","383040000E","高雄市政府教育局","07-3235303","0000000","0991225","4","是","397055700X","高雄市立三民國民中學","0991225","",""
"383061000X","高雄市立旗津國民中學","805","高雄市旗津區中洲二路二０七號","07-5714595","383040000E","高雄市政府教育局","07-5717392","0000000","0991225","4","是","397055800X","高雄市立旗津國民中學","0991225","",""
"383061100X","高雄市立前鎮國民中學","806","高雄市前鎮區新衙路十七號","07-8217677","383040000E","高雄市政府教育局","07-8214640","0000000","0991225","4","是","397055900X","高雄市立前鎮國民中學","0991225","",""
"383061200X","高雄市立五福國民中學","802","高雄市苓雅區五福一路12號","07-2223036","383040000E","高雄市政府教育局","07-2233039","0000000","0991225","4","是","397056000X","高雄市立五福國民中學","0991225","",""
"383061300X","高雄市立鹽埕國民中學","803","高雄市鹽埕區新樂街46號","07-5211283","383040000E","高雄市政府教育局","07-5330318","0000000","0991225","4","是","397056100X","高雄市立鹽埕國民中學","0991225","",""
"383061400X","高雄市立七賢國民中學","801","高雄市前金區河南二路一九六號","07-2810946","383040000E","高雄市政府教育局","07-2714642","0000000","0991225","4","是","397056200X","高雄市立七賢國民中學","0991225","",""
"383061500X","高雄市立壽山國民中學","804","高雄市鼓山二路三七巷一０八號","07-5519150~51","383040000E","高雄市政府教育局","07-5211816","0000000","0991225","4","是","397056300X","高雄市立壽山國民中學","0991225","",""
"383061600X","高雄市立大仁國民中學","802","高雄市苓雅區建國一路一四八號","07-7114302","383040000E","高雄市政府教育局","07-7117468","0000000","0991225","4","是","397056400X","高雄市立大仁國民中學","0991225","",""
"383061700X","高雄市立大義國民中學","813","高雄市左營區翠華路六八七號","07-5820191","383040000E","高雄市政府教育局","07-5825379","0000000","0991225","4","是","397056500X","高雄市立大義國民中學","0991225","",""
"383061800X","高雄市立右昌國民中學","811","高雄市楠梓區盛昌街一六一號","07-3640451~3","383040000E","高雄市政府教育局","07-3619022","0000000","0991225","4","是","397056600X","高雄市立右昌國民中學","0991225","",""
"383061900X","高雄市立瑞豐國民中學","806","高雄市前鎮區瑞興街九九號","07-7713184","383040000E","高雄市政府教育局","07-8813384","0000000","0991225","4","是","397056700X","高雄市立瑞豐國民中學","0991225","",""
"383062000X","高雄市立立德國民中學","813","高雄市左營區海平路101號","07-5817106","383040000E","高雄市政府教育局","07-5803917","0000000","0991225","4","是","397056800X","高雄市立立德國民中學","0991225","",""
"383062100X","高雄市立光華國民中學","806","高雄市前鎮區和平二路一七０號","07-7222622","383040000E","高雄市政府教育局","07-7215779","0000000","0991225","4","是","397056900X","高雄市立光華國民中學","0991225","",""
"383062200X","高雄市立和平國民中學","","","","383040000E","高雄市政府教育局","","0000000","0950801","4","是","","","","",""
"383062300X","高雄市立小港國民中學","812","高雄市小港區港南里平和南路185號","07-8215929","383040000E","高雄市政府教育局","07-8120756","0000000","0991225","4","是","397057000X","高雄市立小港國民中學","0991225","",""
